lang,cid,sid,topic,metric_description,metric_code,page,file_stem,sasb_category,sasb_unit_of_measure,sasb_key_terms,sasb_what_counts,pred_label,category_match,unit_match
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-250a.1,Raw Materials Sourcing,"(1) List of priority raw materials; for each priority raw material: (2) environmental or social factor(s) most likely to threaten sourcing, (3) discussion on business risks or opportunities associated with environmental or social factors and (4) management strategy for addressing business risks and opportunities",CG-AA-250a.1,10,kering_sustainability_progress_report_2020_2023_7d06687606_010,Discussion and Analysis,n/a,restricted substances|chemicals|REACH|ZDHC|RSL|MRSL|hazardous chemicals|product compliance|chemical management,"Qualitative description of: (1) processes to identify and comply with restricted substances regulations (REACH, CPSC, California Prop 65, country-specific RSLs); (2) supplier chemical management requirements (ZDHC MRSL); (3) testing and verification of compliance; (4) risk assessment for chemicals of concern.",,,
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-430b.1,Labour Conditions in the Supply Chain,"Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have been audited to a labour code of conduct, (3) percentage of total audits conducted by a third-party auditor",CG-AA-430b.1,19,kering_sustainability_progress_report_2020_2023_7d06687606_019,Quantitative,Percentage (%),labour audit|Tier 1 suppliers|beyond Tier 1|high-risk facilities|supply chain|SMETA|SA8000|fair labour|working conditions,"Percentage of supplier facilities (Tier 1 and beyond) audited to a recognised labour standard (SMETA, SA8000, Fair Trade, etc.), disaggregated by tier (1 vs. beyond 1) and risk level (all vs. high-risk).",,,
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-430a.2,Environmental Impacts in the Supply Chain,Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have completed the Sustainable Apparel Coalition’s Higg Facility Environmental Module (Higg FEM) assessment or an equivalent environmental data assessment,CG-AA-430a.2,28,kering_sustainability_progress_report_2020_2023_7d06687606_028,Quantitative,Percentage (%),environmental audit|supplier facilities|Tier 1|beyond Tier 1|high-risk|environmental compliance|supply chain audit,"Percentage of supplier facilities audited to an environmental standard, disaggregated by tier and risk level.",,,
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-430a.2,Environmental Impacts in the Supply Chain,Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have completed the Sustainable Apparel Coalition’s Higg Facility Environmental Module (Higg FEM) assessment or an equivalent environmental data assessment,CG-AA-430a.2,10,kering_sustainability_progress_report_2020_2023_7d06687606_010,Quantitative,Percentage (%),environmental audit|supplier facilities|Tier 1|beyond Tier 1|high-risk|environmental compliance|supply chain audit,"Percentage of supplier facilities audited to an environmental standard, disaggregated by tier and risk level.",,,
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-440a.3,Raw Materials Sourcing,"(1) List of priority raw materials; for each priority raw material: (2) environmental or social factor(s) most likely to threaten sourcing, (3) discussion on business risks or opportunities associated with environmental or social factors and (4) management strategy for addressing business risks and opportunities",CG-AA-440a.3,8,kering_sustainability_progress_report_2020_2023_7d06687606_008,Discussion and Analysis,n/a,priority raw materials|cotton|leather|wool|down|silk|rubber|material risk|supply chain risk|responsible sourcing|deforestation,"Three elements: (1) list of priority raw materials (e.g. cotton, leather, wool, down, silk, cashmere, rubber); (2) for each, the environmental or social risk factor (water use, deforestation, animal welfare, labour); (3) discussion of how the risk affects the business and opportunities for sustainable sourcing.",,,
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-440a.4,Raw Materials Sourcing,"(1) Amount of priority raw materials purchased, by material, and (2) amount of each priority raw material that is certified to a third-party environmental or social standard, by standard",CG-AA-440a.4,8,kering_sustainability_progress_report_2020_2023_7d06687606_008,Quantitative,Metric tons (t)|Percentage (%),raw materials|certified materials|organic cotton|BCI|FSC leather|RDS down|RWS wool|sustainable sourcing|certification,"Two values per priority material: (1) total quantity purchased (metric tons); (2) quantity or percentage certified to a sustainability standard (e.g. organic cotton, BCI cotton, RDS down, RWS wool, Leather Working Group). Report by material and by certification standard.",,,
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-250a.1,Raw Materials Sourcing,"(1) List of priority raw materials; for each priority raw material: (2) environmental or social factor(s) most likely to threaten sourcing, (3) discussion on business risks or opportunities associated with environmental or social factors and (4) management strategy for addressing business risks and opportunities",CG-AA-250a.1,9,kering_sustainability_progress_report_2020_2023_7d06687606_009,Discussion and Analysis,n/a,restricted substances|chemicals|REACH|ZDHC|RSL|MRSL|hazardous chemicals|product compliance|chemical management,"Qualitative description of: (1) processes to identify and comply with restricted substances regulations (REACH, CPSC, California Prop 65, country-specific RSLs); (2) supplier chemical management requirements (ZDHC MRSL); (3) testing and verification of compliance; (4) risk assessment for chemicals of concern.",,,
english,kering_sustainability_progress_report_2020_2023_7d06687606,CG-AA-430a.2,Environmental Impacts in the Supply Chain,Percentage of (1) Tier 1 supplier facilities and (2) supplier facilities beyond Tier 1 that have completed the Sustainable Apparel Coalition’s Higg Facility Environmental Module (Higg FEM) assessment or an equivalent environmental data assessment,CG-AA-430a.2,22,kering_sustainability_progress_report_2020_2023_7d06687606_022,Quantitative,Percentage (%),environmental audit|supplier facilities|Tier 1|beyond Tier 1|high-risk|environmental compliance|supply chain audit,"Percentage of supplier facilities audited to an environmental standard, disaggregated by tier and risk level.",,,
english,esgreport2022,FN-CB-240a.1,Financial Inclusion & Capacity Building,(1) Number and (2) amount of loans outstanding that qualify for programmes designed to promote small business and community development 2,FN-CB-240a.1,9,esgreport2022_009,Quantitative,Number|Presentation currency,community development loan|small business loan|financial inclusion|low-income|moderate-income|CDFI|microfinance|community development finance,Two values: (1) total NUMBER of qualifying loans outstanding; (2) total AMOUNT outstanding in presentation currency. Scope includes community development loans (low/moderate-income) and small business loans (including farms). EXCLUDES personal expenditures and residential property loans.,,,
english,esgreport2022,FN-CB-230a.2,Data Security,Description of approach to identifying and addressing data security risks,FN-CB-230a.2,11,esgreport2022_011,Discussion and Analysis,n/a,data security risk|cybersecurity|vulnerability|ransomware|ISO/IEC 27000|NIST|mobile banking|cyber threats|attack vectors,"Qualitative description of approach to: identifying vulnerabilities, managing data security risks, observed cyber threat trends, breach disclosure policies, alignment with frameworks (ISO/IEC 2700, NIST, NYCRR 500, OCC), emerging threats (mobile banking, ransomware, loan stacking).",,,
english,esgreport2022,FN-CB-510a.2,Business Ethics,Description of whistleblower policies and procedures,FN-CB-510a.2,20,esgreport2022_020,Discussion and Analysis,n/a,whistleblower|compliance programme|hotline|reporting violations|whistleblower incentives|internal controls|ethics,"Qualitative description of whistleblower programme including: internal compliance programmes, hotline details (independent third party?), publication of hotline number, incentives for reporting, methods for submitting tips, applicable jurisdictional regulations, violations and corrective actions.",,,
english,esgreport2022,FN-CB-410a.2,"Incorporation of Environmental, Social, and Governance Factors in Credit Analysis","Description of approach to incorporation of environmental, social and governance (ESG) factors in credit analysis",FN-CB-410a.2,21,esgreport2022_021,Discussion and Analysis,n/a,ESG|credit analysis|environmental factors|social factors|governance|creditworthiness|climate risk|Equator Principles|ESRM|carbon-related assets,"Qualitative description of how ESG factors are incorporated in credit analysis for commercial/industrial lending and project finance. Must cover: policies, responsible parties, ESG research approach, oversight, scenario analysis, credit loss estimation, significant ESG concentrations.",,,
